,Extracted Bedrooms,Extracted area,Extracted Bathrooms,Extracted Area_JHB,Extracted listing agency,Extracted Type,Extracted Available Month,RandomForestRegressor,DecisionTreeRegressor,XGBRegressor,id
0,2.0,10000.0,0.0,72,58,1,9,23289.5,4150.0,-37.437202,20192273.0
1,2.0,70.0,0.0,72,58,1,9,8088.0,7800.0,7584.885,20192286.0
2,2.0,40.0,0.0,72,58,1,9,6846.6,5625.0,5197.5933,20192333.0
3,2.0,0.0,0.0,72,58,1,9,10121.5,5500.0,8158.76,20192350.0
4,2.0,0.0,0.0,72,58,1,9,10121.5,5500.0,8158.76,20192375.0
5,2.0,10000.0,0.0,72,58,1,9,23289.5,4150.0,-37.437202,20192381.0
6,2.0,0.0,0.0,72,58,1,9,10121.5,5500.0,8158.76,20192423.0
7,2.0,36.0,0.0,72,58,1,9,5697.265,6000.0,4207.62,20192436.0
8,2.0,0.0,0.0,72,58,1,9,10121.5,5500.0,8158.76,20192442.0
9,2.0,0.0,0.0,72,58,1,9,10121.5,5500.0,8158.76,20192462.0
10,2.0,40.0,0.0,72,58,1,9,6846.6,5625.0,5197.5933,20192480.0
11,2.0,0.0,0.0,72,58,1,9,10121.5,5500.0,8158.76,20192492.0
12,2.0,0.0,0.0,72,58,1,9,10121.5,5500.0,8158.76,20192494.0
13,2.0,0.0,0.0,72,58,1,9,10121.5,5500.0,8158.76,20192497.0
14,2.0,68.0,0.0,72,58,1,9,9401.5,7800.0,8270.35,20192502.0
15,2.0,0.0,0.0,72,58,1,9,10121.5,5500.0,8158.76,20192553.0
16,2.0,0.0,0.0,72,58,1,9,10121.5,5500.0,8158.76,20192557.0
17,2.0,0.0,0.0,72,58,1,9,10121.5,5500.0,8158.76,20192569.0
18,2.0,36.0,0.0,72,58,1,9,5697.265,6000.0,4207.62,20192574.0
19,2.0,30.0,0.0,72,58,1,9,5238.045,6000.0,3432.5793,20192596.0
20,2.0,0.0,0.0,72,58,1,9,10121.5,5500.0,8158.76,20192648.0
21,2.0,0.0,0.0,72,58,1,9,10121.5,5500.0,8158.76,20192678.0
22,2.0,0.0,0.0,72,58,1,9,10121.5,5500.0,8158.76,20192724.0
23,2.0,0.0,0.0,72,58,1,9,10121.5,5500.0,8158.76,20192728.0
24,2.0,0.0,0.0,72,58,1,9,10121.5,5500.0,8158.76,20192761.0
25,2.0,0.0,0.0,72,58,1,9,10121.5,5500.0,8158.76,20192801.0
26,2.0,55.0,0.0,72,58,1,9,6661.5,5000.0,4817.57,20192803.0
27,2.0,111.0,0.0,72,12,1,9,23720.2,5800.0,24009.707,20192805.0
28,2.0,42.0,0.0,72,58,1,9,6888.95,5800.0,5166.8325,20192838.0
29,2.0,0.0,0.0,72,58,1,9,10121.5,5500.0,8158.76,20192870.0
30,2.0,0.0,0.0,72,58,1,9,10121.5,5500.0,8158.76,20192884.0
31,2.0,0.0,0.0,72,58,1,9,10121.5,5500.0,8158.76,20192898.0
32,2.0,0.0,0.0,72,58,1,9,10121.5,5500.0,8158.76,20192965.0
33,2.0,0.0,0.0,72,58,1,9,10121.5,5500.0,8158.76,20192971.0
34,2.0,40.0,0.0,72,58,1,9,6846.6,5625.0,5197.5933,20193028.0
35,2.0,0.0,0.0,72,58,1,9,10121.5,5500.0,8158.76,20193041.0
36,2.0,0.0,0.0,72,58,1,9,10121.5,5500.0,8158.76,20193042.0
37,2.0,0.0,0.0,72,58,1,9,10121.5,5500.0,8158.76,20193079.0
38,2.0,50.0,0.0,72,58,1,9,7407.485,4200.0,6128.516,20193089.0
39,2.0,0.0,0.0,72,58,1,9,10121.5,5500.0,8158.76,20193097.0
40,2.0,0.0,0.0,72,58,1,9,10121.5,5500.0,8158.76,20193111.0
41,1.0,0.0,1.0,18,52,0,7,7794.8,8750.0,7863.557,20192221.0
42,2.0,130.0,0.0,72,58,1,9,17321.5,5800.0,15250.093,20192222.0
43,1.0,96.0,1.5,47,16,0,3,14974.0,15000.0,12206.684,20192224.0
44,2.0,110.0,1.0,30,85,2,8,13680.2,1790.0,14127.082,20192225.0
45,2.0,0.0,2.5,94,36,0,0,19370.5,15500.0,13978.56,20192226.0
46,2.0,0.0,0.0,72,58,1,9,10121.5,5500.0,8158.76,20192230.0
47,2.0,33.0,0.0,72,58,1,9,6321.95,6000.0,3944.0366,20192231.0
48,2.0,42.0,0.0,100,0,2,9,5445.15,4500.0,5719.055,20192232.0
49,2.0,0.0,2.0,23,97,0,0,11975.97,20000.0,11285.014,20192233.0
50,2.0,0.0,0.0,72,58,1,9,10121.5,5500.0,8158.76,20192234.0
51,2.0,0.0,0.0,72,0,1,9,5392.05,5300.0,4878.003,20192235.0
52,2.0,20.0,0.0,72,58,1,9,4436.885,2198.5,3091.1487,20192236.0
53,1.0,0.0,1.0,40,103,0,0,9524.6,12000.0,6981.048,20192237.0
54,3.0,229.0,3.0,85,101,2,0,16312.76,11000.0,12627.173,20192238.0
55,3.0,0.0,3.0,75,90,0,7,23975.0,27000.0,24043.129,20192239.0
56,2.0,0.0,0.0,72,58,1,9,10121.5,5500.0,8158.76,20192241.0
57,1.0,0.0,1.0,41,52,0,7,6744.9,8750.0,7091.271,20192243.0
58,0.5,0.0,1.0,41,35,0,0,4261.81,3275.0,5210.7173,20192245.0
59,2.0,40.0,0.0,72,1,1,9,5717.3,5625.0,4647.45,20192246.0
60,3.0,0.0,2.0,56,34,0,4,16722.0,11000.0,15116.677,20192247.0
61,1.0,40.0,1.0,45,83,2,3,5933.03,6000.0,5122.1255,20192248.0
62,2.0,0.0,1.0,40,103,0,0,11792.7,7000.0,8617.538,20192249.0
63,2.0,0.0,1.0,63,17,0,8,10233.15,9000.0,8294.159,20192250.0
64,2.0,0.0,0.0,72,58,1,9,10121.5,5500.0,8158.76,20192251.0
65,2.0,0.0,2.0,22,34,0,4,18767.0,14000.0,17815.219,20192252.0
66,2.0,0.0,2.0,5,72,2,7,15978.5,12000.0,13562.584,20192253.0
67,3.0,0.0,2.0,70,67,2,8,13807.52,8000.0,7550.819,20192254.0
68,2.0,0.0,0.0,72,58,1,9,10121.5,5500.0,8158.76,20192255.0
69,2.0,0.0,0.0,72,116,1,9,7856.495,6925.0,9605.819,20192257.0
70,3.0,179.0,2.0,47,46,0,8,19247.0,30000.0,12364.526,20192258.0
71,2.0,0.0,2.0,102,100,0,3,14518.0,9500.0,13410.462,20192260.0
72,2.0,31.0,0.0,72,58,1,9,5874.71,6000.0,3753.8806,20192261.0
73,1.0,50.0,1.0,8,93,0,7,5830.1,4000.0,5052.701,20192262.0
74,1.0,38.0,1.0,82,83,0,0,5562.63,6500.0,5029.391,20192264.0
75,3.0,0.0,3.5,57,83,0,0,42806.5,55000.0,27980.328,20192265.0
76,1.0,55.0,1.0,47,83,0,3,6987.5,7000.0,5502.6235,20192266.0
77,2.0,0.0,0.0,72,58,1,9,10121.5,5500.0,8158.76,20192267.0
78,2.0,0.0,1.0,95,35,0,8,11579.4,14000.0,8243.658,20192269.0
79,1.0,0.0,1.0,108,83,0,3,6788.66,7500.0,9476.318,20192270.0
80,2.0,86.0,1.0,109,85,0,7,9028.5,10750.0,8493.207,20192271.0
81,2.0,0.0,0.0,72,1,1,9,5225.15,5300.0,4701.2124,20192274.0
82,2.0,100.0,2.0,23,76,0,3,13654.5,12000.0,10570.642,20192275.0
83,2.0,0.0,0.0,72,58,1,9,10121.5,5500.0,8158.76,20192276.0
84,2.0,0.0,1.0,95,35,0,8,11579.4,14000.0,8243.658,20192277.0
85,1.0,0.0,1.0,41,35,0,7,7879.0,16900.0,6919.0483,20192278.0
86,3.0,0.0,2.0,20,100,2,7,12250.29,12200.0,12540.998,20192279.0
87,2.0,27.0,0.0,72,1,1,9,4293.4,3650.0,3357.7878,20192281.0
88,2.0,110.0,2.0,59,97,0,4,15322.56,13500.0,15833.786,20192282.0
89,1.0,0.0,1.0,110,83,0,4,6390.21,3800.0,6933.907,20192283.0
90,2.0,60.0,1.0,94,83,0,7,5756.1,7500.0,5598.5376,20192285.0
91,2.0,100.0,0.0,72,58,1,9,11996.64,10900.0,13948.409,20192287.0
92,2.0,0.0,1.0,59,79,0,0,7117.53,4000.0,7099.1177,20192288.0
93,2.0,88.0,2.0,113,14,0,3,19942.0,15000.0,18316.951,20192289.0
94,1.0,30.0,1.0,4,55,0,10,7439.235,6000.0,6964.94,20192290.0
95,1.0,0.0,1.0,13,86,0,3,3921.34,2160.0,7083.333,20192291.0
96,2.0,60.0,0.0,72,58,1,9,6351.75,4500.0,5775.928,20192292.0
97,2.0,41.0,0.0,72,58,1,9,6888.95,5800.0,5218.9634,20192293.0
98,2.0,60746.0,1.0,38,93,0,7,8239.0,6900.0,5788.3486,20192297.0
99,0.5,0.0,1.0,13,86,0,3,4165.25,5000.0,6336.2773,20192298.0
100,2.0,110.0,1.0,76,90,0,0,16875.1,15500.0,29525.64,20192299.0
101,2.0,0.0,2.0,5,72,2,3,14031.0,12000.0,13239.547,20192300.0
102,2.0,0.0,2.5,94,75,0,0,18531.5,15500.0,18472.348,20192301.0
103,2.0,62.0,0.0,72,58,1,9,7118.0,6800.0,6115.845,20192302.0
104,2.0,0.0,2.0,110,82,0,0,15795.5,7000.0,12469.855,20192303.0
105,2.0,0.0,2.0,110,82,2,0,11934.28,7400.0,12033.377,20192304.0
106,2.0,0.0,0.0,72,58,1,9,10121.5,5500.0,8158.76,20192305.0
107,3.0,185.0,2.5,47,40,0,4,19859.5,12000.0,18678.049,20192308.0
108,2.0,0.0,2.0,85,32,0,11,17313.0,22500.0,15635.677,20192309.0
109,2.0,0.0,2.0,94,100,0,0,11803.5,7000.0,11472.842,20192310.0
110,1.0,0.0,1.0,56,34,0,3,6674.58,4650.0,5743.1265,20192312.0
111,3.0,0.0,2.0,56,34,0,4,16722.0,11000.0,15116.677,20192315.0
112,1.0,0.0,1.0,83,84,0,0,7519.28,10535.0,4840.697,20192316.0
113,1.0,62.0,1.0,57,73,0,7,7522.75,8000.0,6460.0464,20192317.0
114,2.0,450180.0,2.0,35,50,2,3,13474.8,16000.0,12434.64,20192318.0
115,3.0,0.0,1.0,40,103,0,0,8567.85,8000.0,7810.3125,20192320.0
116,2.0,0.0,0.0,72,58,1,9,10121.5,5500.0,8158.76,20192322.0
117,4.0,0.0,3.5,39,71,2,7,48840.0,45000.0,52595.17,20192323.0
118,2.0,80.0,1.0,89,10,0,3,7078.0,6250.0,7940.197,20192324.0
119,1.0,68.0,1.0,68,74,0,10,9282.0,7800.0,7038.3076,20192325.0
120,2.0,53.0,0.0,72,1,1,9,10021.9,17000.0,11997.005,20192326.0
121,4.0,69.0,4.0,39,4,2,0,48620.0,45000.0,42480.566,20192327.0
122,3.0,81.0,3.0,39,4,2,0,24033.6,13000.0,11001.092,20192328.0
123,2.0,0.0,2.0,51,100,0,3,13441.5,7300.0,18312.252,20192330.0
124,1.0,80.0,1.0,114,93,0,7,6165.0,3400.0,4003.7393,20192331.0
125,2.0,0.0,0.0,72,58,1,9,10121.5,5500.0,8158.76,20192332.0
126,1.0,0.0,1.0,39,83,0,0,5153.21,4600.0,5023.891,20192334.0
127,2.0,70.0,1.0,80,96,2,3,7720.85,8000.0,6843.8423,20192335.0
128,2.0,0.0,1.0,35,14,0,3,8051.6,5800.0,8258.7,20192336.0
129,0.5,26.0,1.0,13,57,0,4,4988.4,5000.0,8279.659,20192337.0
130,3.0,0.0,3.0,94,32,0,2,20514.0,22000.0,17389.268,20192339.0
131,2.0,10965.0,0.0,72,58,1,9,23739.5,4150.0,300.90158,20192340.0
132,2.0,0.0,0.0,72,58,1,9,10121.5,5500.0,8158.76,20192341.0
133,1.0,0.0,1.0,41,52,0,7,6744.9,8750.0,7091.271,20192342.0
134,2.0,106.0,3.0,29,97,0,7,18453.8,28000.0,6718.5327,20192344.0
135,2.0,0.0,1.0,113,38,2,7,9336.85,7800.0,12016.935,20192345.0
136,2.0,150.0,1.0,47,90,0,11,17381.8,11000.0,8844.487,20192346.0
137,2.0,0.0,1.0,95,35,0,4,10328.0,14000.0,8145.1562,20192348.0
138,2.0,24.0,0.0,72,58,1,9,5385.65,6000.0,2871.1594,20192351.0
139,2.0,0.0,1.0,48,83,0,0,5974.78,3900.0,5604.9756,20192352.0
140,2.0,43.0,0.0,72,58,1,9,6825.7,5375.0,5145.9463,20192353.0
141,1.0,0.0,1.0,41,52,0,4,6882.9,8750.0,7122.736,20192354.0
142,2.0,0.0,0.0,72,1,1,9,5225.15,5300.0,4701.2124,20192355.0
143,2.0,0.0,0.0,72,58,1,9,10121.5,5500.0,8158.76,20192356.0
144,2.0,0.0,1.0,61,39,0,8,10681.0,5500.0,8018.039,20192357.0
145,2.0,33.0,0.0,72,58,1,9,6321.95,6000.0,3944.0366,20192360.0
146,4.0,360.0,4.0,39,88,0,4,50375.0,50000.0,53007.008,20192362.0
147,0.5,0.0,1.0,68,43,0,4,4253.355,1600.0,3561.5159,20192364.0
148,1.0,65.0,1.0,41,83,0,3,6716.32,8000.0,6489.176,20192368.0
149,2.0,117.0,0.0,72,58,1,9,17436.0,5800.0,14966.289,20192370.0
150,2.0,0.0,0.0,72,111,1,9,7575.995,6925.0,7432.508,20192371.0
151,1.0,160.0,1.0,4,55,0,10,18814.6,13000.0,19288.006,20192374.0
152,3.0,0.0,2.0,34,100,0,3,9524.99,12450.0,10457.788,20192378.0
153,2.0,0.0,0.0,72,1,1,9,5225.15,5300.0,4701.2124,20192382.0
154,1.5,0.0,1.5,57,83,0,7,12578.44,11900.0,7448.965,20192384.0
155,2.0,0.0,1.0,36,93,0,0,9105.92,6700.0,4561.6787,20192386.0
156,3.0,100921.0,1.0,1,83,0,7,8122.0,5800.0,4168.486,20192387.0
157,2.0,0.0,0.0,41,35,0,9,10593.9,16900.0,9621.876,20192389.0
158,2.0,32.0,0.0,72,58,1,9,6076.075,6000.0,3587.22,20192390.0
159,1.0,0.0,1.0,10,68,0,7,6294.325,6000.0,5879.349,20192391.0
160,2.0,27.0,0.0,72,58,1,9,5873.76,6000.0,3896.8523,20192392.0
161,2.0,33.0,0.0,72,58,1,9,6321.95,6000.0,3944.0366,20192394.0
162,2.0,30.0,0.0,72,1,1,9,4662.7,4500.0,3155.7756,20192395.0
163,2.0,0.0,0.0,72,117,1,9,7290.495,6925.0,8039.441,20192396.0
164,2.0,92.0,2.0,94,20,0,10,17364.5,17000.0,14100.572,20192397.0
165,2.0,35.0,0.0,72,58,1,9,5749.265,6000.0,3680.9243,20192401.0
166,0.5,0.0,1.0,38,52,0,7,4277.34,3275.0,6235.848,20192404.0
167,2.0,0.0,0.0,72,1,1,9,5225.15,5300.0,4701.2124,20192405.0
168,1.0,63.0,1.0,94,75,0,0,6928.7,6300.0,6415.562,20192406.0
169,2.0,35.0,0.0,72,58,1,9,5749.265,6000.0,3680.9243,20192409.0
170,1.0,0.0,1.0,12,83,0,7,4912.325,7000.0,6679.0977,20192410.0
171,2.0,0.0,1.0,22,36,0,0,9354.9,11000.0,7755.3394,20192411.0
172,4.0,440.0,4.5,39,5,0,1,65875.0,65000.0,58041.117,20192412.0
173,2.0,0.0,2.0,94,81,0,8,11979.78,10000.0,9229.598,20192413.0
174,1.0,54.0,1.0,56,94,0,6,9892.25,7000.0,5712.06,20192414.0
175,1.0,0.0,1.0,13,86,0,3,3921.34,2160.0,7083.333,20192415.0
176,2.0,40.0,0.0,72,58,1,9,6846.6,5625.0,5197.5933,20192416.0
177,2.0,35.0,0.0,72,58,1,9,5749.265,6000.0,3680.9243,20192418.0
178,1.0,39.0,1.0,13,86,0,3,4342.32,6500.0,5843.2305,20192421.0
179,1.0,0.0,1.0,56,88,0,3,4257.78,3766.0,4473.374,20192422.0
180,2.0,120456.0,1.0,52,50,2,3,6785.9,7500.0,7170.9854,20192424.0
181,2.0,0.0,0.0,72,1,1,9,5225.15,5300.0,4701.2124,20192425.0
182,2.0,130.0,1.0,47,83,0,0,16129.0,20000.0,12447.375,20192426.0
183,2.0,180.0,2.0,23,88,0,10,22405.0,28000.0,21038.805,20192427.0
184,2.0,45.0,0.0,72,58,1,9,6675.0,5500.0,5419.911,20192429.0
185,1.0,43.0,1.0,41,93,0,4,5681.27,6000.0,4689.6,20192430.0
186,3.0,0.0,1.0,35,50,0,4,7298.85,6120.0,6583.3066,20192431.0
187,2.0,0.0,0.0,72,1,1,9,5225.15,5300.0,4701.2124,20192432.0
188,2.0,20899.0,0.0,72,1,1,9,17569.0,6900.0,488.53983,20192433.0
189,2.0,0.0,1.0,63,17,0,0,8994.0,5800.0,7709.7363,20192434.0
190,2.0,0.0,2.0,28,100,0,0,13145.98,17000.0,15395.505,20192435.0
191,3.0,140.0,2.0,56,85,0,3,13621.97,10000.0,10581.237,20192437.0
192,1.0,0.0,1.0,45,83,0,7,4334.89,3900.0,6177.433,20192438.0
193,2.0,0.0,0.0,72,1,1,9,5225.15,5300.0,4701.2124,20192439.0
194,2.0,124.0,1.0,7,93,0,3,16120.8,13000.0,29338.695,20192440.0
195,2.0,0.0,2.0,49,50,2,8,18284.5,16000.0,10716.003,20192443.0
196,2.0,0.0,0.0,72,110,1,9,7749.495,6925.0,7432.508,20192444.0
197,1.0,0.0,1.0,84,85,0,7,6715.2,10535.0,5503.9404,20192447.0
198,1.0,27.0,1.0,24,83,0,3,4938.52,6500.0,6719.9175,20192450.0
199,2.0,0.0,0.0,72,105,1,9,8602.745,6925.0,9998.44,20192452.0
200,1.0,0.0,1.0,94,20,0,3,8344.0,1950.0,7012.0317,20192453.0
201,1.5,0.0,1.0,114,93,0,0,6409.65,3700.0,3650.71,20192454.0
202,3.0,156.0,2.0,16,30,0,4,17062.48,16000.0,14645.953,20192455.0
203,2.0,102.0,1.0,23,93,0,4,8783.7,7800.0,8912.32,20192456.0
204,2.0,30.0,0.0,72,1,1,9,4662.7,4500.0,3155.7756,20192457.0
205,1.0,0.0,1.0,53,43,0,0,7308.18,5250.0,3738.4685,20192458.0
206,2.0,81.0,0.0,72,58,1,9,9161.5,7800.0,8533.793,20192460.0
207,2.0,0.0,1.0,59,83,0,3,6480.0,4000.0,6574.232,20192461.0
208,2.0,0.0,2.0,86,97,0,3,10393.0,9500.0,9680.385,20192463.0
209,2.0,0.0,2.0,109,4,0,4,21102.5,17000.0,17749.502,20192464.0
210,2.0,0.0,2.0,35,50,2,6,22634.0,16000.0,19478.123,20192465.0
211,3.0,0.0,2.0,109,20,2,10,17743.92,13000.0,19141.79,20192466.0
212,1.0,46.0,1.0,13,86,0,2,5593.62,6000.0,8358.091,20192468.0
213,1.0,0.0,1.0,38,53,0,2,7086.4,8750.0,7718.5845,20192469.0
214,0.5,0.0,1.0,114,52,0,7,3751.365,1500.0,3571.8513,20192470.0
215,2.0,0.0,1.0,100,3,0,10,5410.86,4995.0,7840.9087,20192471.0
216,2.0,0.0,0.0,72,58,1,9,10121.5,5500.0,8158.76,20192472.0
217,2.0,0.0,0.0,72,113,1,9,7761.995,6925.0,8197.23,20192473.0
218,2.0,0.0,2.0,39,30,0,3,17646.5,15000.0,13143.367,20192476.0
219,1.0,0.0,1.0,57,36,0,0,7358.1,3850.0,6668.3105,20192477.0
220,2.0,0.0,1.0,61,17,2,0,8337.6,5800.0,8135.524,20192479.0
221,1.0,1.0,1.0,54,93,0,4,5388.12,3200.0,2624.5232,20192481.0
222,1.0,0.0,1.0,41,39,0,8,9889.5,16900.0,8760.574,20192483.0
223,2.0,0.0,0.0,72,58,1,9,10121.5,5500.0,8158.76,20192484.0
224,2.0,0.0,2.0,94,43,0,7,14314.0,16000.0,11724.648,20192487.0
225,3.0,30678.0,2.0,51,41,0,7,19305.5,16000.0,14947.846,20192489.0
226,2.0,0.0,0.0,72,58,1,9,10121.5,5500.0,8158.76,20192490.0
227,2.0,0.0,2.0,22,30,0,0,15110.0,8000.0,10225.758,20192491.0
228,1.0,0.0,1.0,41,52,0,4,6882.9,8750.0,7122.736,20192493.0
229,2.0,0.0,0.0,72,1,1,9,5225.15,5300.0,4701.2124,20192496.0
230,2.0,165.0,2.5,75,20,0,4,25308.8,29000.0,28266.709,20192498.0
231,2.0,65.0,0.0,50,0,0,9,6686.25,3900.0,5316.025,20192499.0
232,2.0,0.0,2.0,41,37,2,4,20703.0,40000.0,19897.486,20192500.0
233,1.0,46.0,1.0,13,86,0,3,5581.92,6000.0,7808.921,20192501.0
234,1.0,0.0,1.0,53,51,0,7,5735.9,8750.0,4823.924,20192504.0
235,2.0,0.0,2.0,39,88,0,12,12137.98,9000.0,7827.5938,20192505.0
236,1.0,52.0,1.0,59,83,2,0,8651.01,10000.0,6096.7153,20192506.0
237,2.0,0.0,1.0,39,34,0,3,9402.7,16900.0,7996.368,20192509.0
238,2.0,40.0,0.0,72,12,1,9,6888.21,5625.0,5585.0405,20192511.0
239,2.0,10000.0,0.0,72,58,1,9,23289.5,4150.0,-37.437202,20192513.0
240,2.0,0.0,0.0,72,58,1,9,10121.5,5500.0,8158.76,20192514.0
241,0.5,26.0,1.0,55,93,0,3,4081.66,3275.0,2460.6416,20192516.0
242,1.0,60.0,1.0,57,15,0,3,9062.41,9500.0,6243.6714,20192518.0
243,2.0,0.0,0.0,72,58,1,9,10121.5,5500.0,8158.76,20192519.0
244,2.0,85.0,0.0,32,0,0,9,8215.95,8000.0,8815.602,20192520.0
245,2.0,43.0,0.0,100,0,0,9,5292.8,4500.0,5999.06,20192521.0
246,2.0,0.0,0.0,2,0,0,9,5905.65,6950.0,5717.047,20192523.0
247,2.0,0.0,2.0,75,30,0,7,18647.5,22500.0,24865.596,20192524.0
248,2.0,80.0,0.0,72,1,1,9,7746.0,8000.0,6436.2617,20192525.0
249,1.0,60.0,1.0,80,72,2,0,7268.45,6300.0,5839.006,20192529.0
250,2.0,0.0,0.0,72,58,1,9,10121.5,5500.0,8158.76,20192534.0
251,2.0,0.0,0.0,72,58,1,9,10121.5,5500.0,8158.76,20192535.0
252,2.0,95.0,0.0,72,58,1,9,13991.9,10900.0,13737.398,20192536.0
253,1.0,0.0,1.0,71,86,0,2,4745.26,4600.0,4534.759,20192537.0
254,2.0,10000.0,0.0,72,1,1,9,23138.0,4150.0,150.20082,20192539.0
255,1.0,0.0,1.0,7,53,0,10,11199.7,19500.0,9118.232,20192540.0
256,2.0,54.0,0.0,113,0,2,9,8732.6,14000.0,15069.268,20192541.0
257,1.0,69.0,1.0,53,18,0,5,10574.0,14500.0,7708.7817,20192542.0
258,1.0,0.0,1.0,92,83,0,7,7202.65,5000.0,9274.84,20192543.0
259,2.0,0.0,0.0,60,0,0,9,6003.85,6950.0,8465.289,20192544.0
260,2.0,85.0,0.0,50,0,0,9,8076.29,8000.0,6029.552,20192545.0
261,2.0,0.0,0.0,72,1,1,9,5225.15,5300.0,4701.2124,20192546.0
262,2.0,21.0,0.0,72,58,1,9,4414.885,2198.5,2712.2966,20192547.0
263,1.0,70.0,1.0,41,80,0,8,8583.68,7800.0,7732.087,20192548.0
264,1.0,45.0,1.0,13,86,0,3,5556.42,6000.0,7131.4683,20192549.0
265,2.0,136.0,1.5,39,101,0,0,13208.5,9500.0,10546.962,20192551.0
266,1.0,0.0,1.0,102,84,0,0,7122.23,10535.0,8414.138,20192552.0
267,2.0,0.0,2.5,28,40,0,4,24540.0,23000.0,22984.988,20192555.0
268,0.5,0.0,1.0,38,35,0,0,4493.31,3275.0,5447.501,20192556.0
269,2.0,0.0,1.0,39,34,0,4,9558.2,16900.0,8110.062,20192558.0
270,2.0,0.0,0.0,72,111,1,9,7575.995,6925.0,7432.508,20192559.0
271,2.0,70.0,0.0,72,58,1,9,8088.0,7800.0,7584.885,20192560.0
272,2.0,0.0,2.0,74,39,0,0,15637.5,15000.0,14434.657,20192561.0
273,2.0,0.0,0.0,72,1,1,9,5225.15,5300.0,4701.2124,20192562.0
274,2.0,0.0,0.0,72,58,1,9,10121.5,5500.0,8158.76,20192563.0
